	BlankpcrCES	C_Aviemore_LB_1	C_Aviemore_LB_2	C_Aviemore_TY_1	C_Aviemore_TY_2	C_Aviemore_YMA_1	C_Aviemore_YMA_2	C_BruceH_LB_2	C_BruceH_TY_1	C_BruceH_TY_2	C_BruceH_YMA_1	C_BruceH_YMA_2	C_Cedarvale_LB_1	C_Cedarvale_LB_2	C_Cedarvale_TY_1	C_Cedarvale_TY_2	C_Cedarvale_YMA_1	C_Cedarvale_YMA_2	C_Grenadier_LB_1	C_Grenadier_LB_2	C_Grenadier_TY_1	C_Grenadier_TY_2	C_Grenadier_YMA_1	C_Grenadier_YMA_2	C_Humber_LB_1	C_Humber_LB_2	C_Humber_TY_1	C_Humber_TY_2	C_Humber_YMA_1	C_Humber_YMA_2	C_KSR_LB_1	C_KSR_LB_2	C_KSR_TY_1	C_KSR_TY_2	C_KSR_YMA_1	C_KSR_YMA_2	C_Preston_LB_1	C_Preston_LB_2	C_Preston_TY_1	C_Preston_TY_2	C_Preston_YMA_1	C_Preston_YMA_2	C_Rouge_LB_1	C_Rouge_LB_2	C_Rouge_TY_1	C_Rouge_TY_2	C_Rouge_YMA_1	C_Rouge_YMA_2	C_Terracotta_LB_1	C_Terracotta_TY_1	C_Terracotta_TY_2	C_Terracotta_YMA_1	C_Terracotta_YMA_2	D_Aviemore_1_A	D_Aviemore_1_B	D_Aviemore_2_A	D_Aviemore_2_B	D_BruceH_1_A	D_BruceH_1_B	D_BruceH_2_A	D_BruceH_2_B	D_Cedarvale_1_A	D_Cedarvale_1_B	D_Cedarvale_2_A	D_Cedarvale_2_B	D_Cedarvale_3_A	D_Cedarvale_3_B	D_Grenadier_1_A	D_Grenadier_1_B	D_Grenadier_2_A	D_Grenadier_2_B	D_Grenadier_3_A	D_Grenadier_3_B	D_Humber_1_A	D_Humber_1_B	D_Humber_2_A	D_Humber_2_B	D_Humber_3_A	D_Humber_3_B	D_KSR_1_A	D_KSR_1_B	D_KSR_2_A	D_KSR_2_B	D_Preston_1_A	D_Preston_1_B	D_Preston_2_A	D_Preston_2_B	D_Rouge_1_A	D_Rouge_1_B	D_Rouge_2_A	D_Rouge_2_B	D_Terracotta_1_A	D_Terracotta_1_B	D_Terracotta_2_A	D_Terracotta_2_B
LIPASYN-PWY	0	0	0	0	0	0	0	0	209.38770301739945	0	81.87984338219083	0	0	1800.3683484307387	0	124.36851669932284	0	758.9791368137078	0	0	0	72.15216537393631	0	24.945289363364267	54.841010815181676	0	116.81832806569481	257.4507423387842	0	296.0637025422622	810.5314753	74.94855734720733	717.4054803399412	180.71704079828706	0	92.71049062330869	0	29.799661277124283	172.1334461	0	0	0	0	168.65139465131915	24.714034121740692	340.34309422040644	0	24.943709857630935	0	17.45940126313348	139.17058299838558	0	59.78644033822935	355.7987720035088	155.16514584410297	74.19863763	283.22781688375596	144.4261081161862	37.18071951314666	138.30494455881805	22.263402908845585	21.341764571247634	153.78163059220768	0	32.87787954482376	147.0529642543462	150.03945362300198	135.31948766037323	140.5310150629075	171.1479846123336	418.60284398808693	752.8442555317419	1151.8782908358096	19.867489390221284	259.5326181092589	132.6343104	120.67630463913095	51.81503587563732	135.16162168313096	1070.6608727578903	1191.2488401939427	944.8735713128256	648.6239256000924	447.56810010507064	423.14283522583423	686.1671392173635	812.3014870656762	24.84296529943217	370.0775871173464	1111.3725468411926	1159.9972888221923	264.97631502692116	376.15324421200734	370.65664757553344	628.8452959213571
LPSSYN-PWY	17.09220123433702	0	0	0	0	0	121.00455776807928	55.911093859210716	0	145.9977387632577	0	240.89854303636724	0	187.38797208955933	0	208.53642451476884	0	82.51361411321179	0	0	58.60042325526259	0	82.59831169700627	275.55059100404003	0	0	0	0	123.6538212474972	0	0	0	172.63410647958855	87.75648122914586	728.9822907805838	26.64967889824604	0	337.2276321957076	0	573.6198155193598	0	244.24433343269558	152.7282525772567	408.3728179886428	0	510.01902665397904	97.68759963032605	323.19325847130193	296.38443919435116	285.88306276816996	95.76435373141221	21.32344650919299	0	172.79938993345334	12.91677574748809	24.719099815409344	20.326288364705093	15.60207820738141	0	0	0	0	63.18261143440819	39.42347225973655	0	0	0	0	33.81564865993437	16.63498523	0	314.5441326950377	108.6913061856811	17.41767176726841	30.208885115533928	0	4.688343459943314	18.644913810052643	5.327194275353622	15.695252116048415	31.756920716464574	0	0	0	0	0	4.265412911563594	0	46.01292979673899	150.75762823522538	26.297148266003337	0	2.1288931374979017	15.909209687040684	0
MET-SAM-PWY	162.3090118291761	47010.87509911625	38851.08890015192	42237.16851512044	24891.83058	39748.405647361345	36368.53974460547	37298.46139	26255.425256425526	32379.18626963956	34189.52328580941	41472.92956336917	37216.98161578827	39898.431099956244	32841.177427015195	36212.84763165904	40042.63325609873	41639.45420854038	33784.07629196268	50993.88148486026	40253.57303744515	40267.17310469498	31345.672435943758	39178.113369642095	45253.097959948595	43955.45343693251	74128.54522541544	43956.56851819858	48461.653413133135	44000.46172966285	38298.131793369736	37584.26004191088	34598.458059309705	42025.86822922626	40928.238875976145	39727.647868785054	40703.81584158444	24333.537149461397	37568.95729697551	34931.863938064445	38937.10317078808	33324.14433630815	32980.13756759573	31158.46636437105	39290.08855438729	28036.366376790287	38584.95540626225	30929.979888344056	13659.303899449123	65551.34049391534	43199.820674311835	40057.07291146935	59751.809120125174	14994.554365878339	11070.677268557909	8714.558872	8866.352479639032	5604.206933601488	4958.078177117034	7319.535803117983	6626.031254282467	2099.8625394591695	8458.700227721192	8160.347322161497	1777.4703366429344	20646.561882510137	15036.861950341196	10692.183800066005	6785.960457546791	11775.15527	18055.32928	18898.40609484255	22519.513748436166	3348.280814664056	12816.707547183858	11634.91106888862	12079.916607701745	15606.979734386228	12361.71594469766	17686.977836387054	21471.16559686808	28238.883574975007	24232.930491402327	22815.433877253137	21341.24725840039	23879.761771583075	33268.29635520977	5063.806973414519	9222.466234448575	21572.855006669666	24239.03309517974	25403.55785729921	27928.71982626239	26505.45921708545	26781.90301873206
METH-ACETATE-PWY	0	0	0	0	28.921583417806026	0	0	119.96263898401077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.562221306901325	0	0	0	0	0	0	0	455.2315142126277	126.72561748206213	41.04545652381022	59.96770678489745	0	0	30.151719337091095	0	0	133.52988713066028	360.2195218710018	15.997755307126202	909.0435297811929	356.83099720487087	88.18070891	48.655618053925245	65.30863207556561	60.082807717253786	344.2608219336765	451.4767726165801	95.41559681352393	64.37264846	104.12241736006578	57.10120868571075	255.54350564838748	216.99816832220262	66.44516435443842	110.00757873373138	324.2757713365852	303.9379829307759	150.60584062529102	83.70098275	165.73136705913515	232.63292715681717	24.19824828668741	70.89432429436641	1159.856132383888	732.1918609700543	185.57402101440434	218.9029166128988	373.38365938231243	287.24772409412316
METHANOGENESIS-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701.6180470913596	0	33.828926112094805	41.15110464535513	5.874153173859329	0	0	0	0	0	0	5.525567941539658	33.86080810856019	68.63441174209612	62.16840467520465	0	0	0	4.488155650988421	10.459375849297283	13.91156621957549	0	0	0	0	46.15313164653872	60.826731412904095	93.73243101039718	98.85106433874941	76.06182237042053	134.92282278827412	0	587.0048571022818	47.794022974911854	47.62112122916218	0	1352.7395760719069	907.2339713032203	47.54202837379246	11.965044947704321	481.59647081665867	278.4196192773283
METHGLYUT-PWY	9.230769230769232	143.0231356966004	754.4325486385211	0	497.8317290549209	5.350202699101919	582.6086626854462	135.48427095163905	2242.5011636209206	334.00976583055655	2785.797085535225	2482.526354051833	0	1019.9026546615241	37.20232953553479	1159.77373	0	1186.9917040506823	2270.853102	110.52483384197207	493.74339946996247	136.7083259182078	620.9220448084108	1454.5196998899933	3118.4242493609886	0	1605.2283576439131	0	7703.173334	108.8484352530889	17.105651453563148	36.54811611632318	67.66553074077896	2529.0337153895252	407.62149009954703	0	1685.8645235323565	1576.3629349266332	479.14244218002256	2797.726451	38.71577501432148	2001.4115211101837	79.63993916651712	492.8208470131265	0	699.0902535065409	86.30630075	1587.7357286093818	458.8212021098388	816.2185669842062	3427.372622167034	641.9256356649444	3015.820511360249	188.3885469203679	5.776295030499111	14.080355253435478	28.003393117112285	10.376443512007175	1.8643842853129777	2.7387661514884094	0	22.267420718840622	37.57097030965751	202.2260805169976	0	76.67128937	27.04705431925728	8.094738920311254	48.78868671178548	8.199694900563262	0	129.57553387762067	105.39668755283083	31.891759666651467	70.39827956824264	21.341612533618136	20.130003973363767	43.046677885870636	14.776242011714906	25.409623129951562	44.586263493336766	29.956645155973273	6.1226810182326465	70.42894447551653	63.07022252764646	101.07824375662148	109.70479418587786	8.681769227842192	64.62998152	105.66837691859784	126.03207242528923	72.5042409	80.64764765	180.15729952150042	142.00788727581528
METHYLGALLATE-DEGRADATION-PWY	0	25.161636224883228	6378.067993040193	2268.3929516918365	21015.098158544628	3525.8381583696214	16561.56519506686	229.75066120567718	3560.552216783147	13517.111974126366	4672.017379796557	7059.245431967951	0.6263592481786131	9151.690917283486	676.6728182044556	1607.7239118924208	1040.2563697447708	2758.682790097232	7534.047394430216	3.749955987361918	15198.308538900994	8064.488197581722	10646.157953875614	6226.636792995134	115.63958827439706	16.24934059283654	1238.1129863126002	7300.000023262068	7656.908300302519	3878.309486362775	5771.827631677337	2903.060094996289	4624.216688406015	1187.1273949732613	0	5330.956367	5650.140866557853	912.4809932053018	6571.116102940662	1694.7103430127472	6.249871941365618	1938.9330242321598	0	5085.920555	79.26225529	4304.346895655517	382.55169170856755	3825.3538724960235	647.967504	1987.230701	889.9466099028378	5021.686089539739	3337.418506670428	3274.3469046067808	2651.476745309778	3808.3740048617265	3683.0717137670363	2693.394571	3040.343813299183	2998.239691973657	1543.4777709476268	296.19422740985596	1621.3793917919913	3186.1663703098725	634.7869917377473	7848.302478322079	5313.566540262786	2890.551905	1947.3825413695097	2874.234669189674	3730.314133299784	6508.401809007063	10116.317533231855	1351.9980349479204	4887.5702545169215	4864.410197464721	5681.296125867381	4139.2619381562345	4705.520789677786	13442.16869036904	17464.035649020374	19442.656126399917	16814.101273749733	14411.081441753326	12933.260828798537	8321.527301503202	10351.72004979008	1656.3638313761332	3056.2773441039476	5679.705527947873	7295.316236845937	9653.182908825129	11436.470534788104	15083.88555951457	19696.179132619687
NAD-BIOSYNTHESIS-II	15.215926493108729	45998.259866016095	25112.823196717527	26996.302066378237	26016.710162088973	33056.26696722149	30929.325759682077	29380.271897192823	18449.487691748243	42087.61592019341	27514.014193198553	33749.232974064056	36972.944549188804	35086.06312515179	29179.958703266104	33145.97875191046	36051.48044395452	37074.44638666348	22741.10369946214	15995.866164005565	19646.85821427212	28421.469767436105	23070.355903616743	34158.97869942663	32738.387178236262	17358.125988227177	11847.43404185807	25328.738462540212	44583.46771542359	31365.41712832947	32939.932762184944	32537.69382261982	24981.406316631634	36327.80117833769	38880.20619424326	30755.343980853784	25742.47304047007	32523.548857729853	32092.123879702354	22545.22006826397	16662.52694	31645.702098824608	24753.48642580987	29899.01765922717	31603.476014322707	35302.02743259084	37218.02208382851	28312.566593269265	49636.55582560712	7124.749274042132	46643.26414	31378.502365280197	60311.49147043273	4072.348659949974	3409.569654340756	3990.807932664531	3828.700146117982	2957.5221470733363	3115.896397717834	3447.1910169434545	1535.2659218529484	358.0524178540463	1237.9559538026087	3963.1345394479913	856.2351515863822	8856.900281031249	6225.9003336063415	3452.0715767801366	2369.300057080144	3824.481137520643	4944.891640219982	8862.310698020296	13952.062954319581	1584.0905536979863	6055.222197606267	5244.762781204664	5982.864126468418	6245.837459596439	4991.590762062592	14208.295056608793	19519.507284249346	21799.82307862483	19246.4581	13982.244126396672	13572.065634145882	10044.316212604952	12899.154853110369	2074.2325828894973	3860.741124773448	8151.211105891848	10453.8944	9467.680895926156	11635.26103383635	16557.034117853953	20840.698200536604
NADSYN-PWY	0	0	593.6983644416424	1142.828333643994	2129.400389450226	3258.7635359543474	1769.5063781930521	200.82830229031435	2597.070407597896	8221.524670681414	2544.742019998505	2051.375536354453	5.767969900134123	11429.949688479257	1135.403670842896	2418.8735655661703	1373.633875926259	3696.324351546895	1203.6167762071339	15.200836935085377	3104.101974	1408.4988547152614	1720.1749194129013	1608.3539147746933	147.99731994912742	0	2699.6502771871023	637.4975191270322	12274.742260660061	1130.7010235423074	2012.769031	2417.275221023595	5830.4984259747935	2645.7108048143905	138.72252959123367	5461.382310175762	1263.103981164318	690.5893489349162	3880.0400101155647	2603.692140386973	19.859890836694998	1365.1656998529184	0	3625.0677722182363	0	4917.779173324459	69.24054358	3174.661482	155.31842124456566	5364.893829475968	2657.4714464970107	6800.293329735623	4318.09869	1828.0486477701256	1076.036922063909	1416.3839362365645	1572.7977396882436	630.5531559129133	345.0398860236774	792.5514013	324.0411657	481.4095832516708	1912.4360356514842	1694.1965759064558	319.4116225633399	4112.366899173246	2128.157033899456	1161.7123357631149	685.0365183042098	1777.5092747995272	2241.3504111228976	3829.756637808381	6380.3630999970055	480.65224607907084	1226.6103093304328	698.2067669855397	1111.6946663173571	1951.7094151674776	1752.8423795211563	3001.0474585624024	6715.816252351768	12095.25136494898	11415.984425652916	2936.5959527684813	3017.008255906681	2567.293894921144	4453.506637629753	517.4751790015202	833.7319800628777	6242.739683676648	8060.007252546847	3493.106655180245	4517.243454342545	6946.075433111704	12900.147151754885
NAGLIPASYN-PWY	68	39874.87989969377	39410.925917764594	29845.060551139977	46420.12800207854	36889.25149984389	48145.849532042936	31078.45670404866	30760.02307	54045.32658	36176.82789062682	40143.74450607051	31435.17992	39119.15681757249	32237.5	30769.61790546995	34433.88137851144	37050.76680608508	39330.507102548574	15956.733832966836	19893.19851488796	36526.818905314445	24936.121008995477	36463.94946107007	45484.60019515725	20976.53220994229	13759.942759914224	32627.215547667634	64757.42256190342	39711.943310729446	35771.71673	33393.26847886508	42177.645574151924	39538.55587757123	35979.532976838615	35772.23090239801	25397.471496923103	30055.805924882166	31604.109827934386	25419.559073122302	14298.551237384181	30825.870933558497	21434.556657334135	33318.475517222585	27757.39813	42532.94064061677	32968.08126579353	33253.51529682236	59802.207236259026	11419.993677002281	44545.44139796082	40065.969694811865	58132.656341789756	30660.822150024906	21467.25759813907	25232.037284965038	24546.38528972344	14576.51598011864	12618.159429736712	20926.162848610224	12138.728226834553	3299.5428475331514	13165.00422	24270.758329326934	11865.740609020379	41787.46984	34281.483423438716	26433.48404023085	18182.70934118966	27719.806029871565	38470.50831498696	33236.113796077596	39827.378484177745	11261.6737	29198.13136842335	29806.093713272996	30673.710443551885	29099.38361507356	31013.133745403553	43079.09708801029	49971.008497099174	57085.54833815128	49691.36961429763	50200.96391586443	45415.80676886311	40369.48345002987	48815.60880535166	15876.542231028228	19622.64524711271	40096.55092660152	48072.72176081915	45339.498987745195	50823.406080480265	50103.27344938792	51873.607366722834
NONMEVIPP-PWY	170.83783783783787	40290.88000000002	40605.02236261374	53302.30517307365	45546.73879321667	36953.711426865935	49904.59756635769	43311.371401064935	33233.48879498991	58337.437030118475	36859.71581232351	40594.09691010254	31440.308554552288	37864.70383358814	32468	30947.16192	34353.405797221785	36371.79046	45443.14701995123	45035.47389420662	40332.88656066324	37878.744138905226	32981.28123	37538.63130019961	45955.99412585423	37775.17989208901	61873.16174069175	39983.29780544217	63545.54664040383	40140.68132864736	35134.03844354629	33461.69760556072	34282.380000000005	47184.25440529893	33914.51406909961	35517.64542372467	29311.844149664757	39304.187650658896	34765.26790354078	40594.70656401267	25210.61215	37141.84898980793	28629.618969615876	42793.363729074605	33592.66982606012	47945.908018005124	33235.345256080574	35654.00753080489	48879.06553512266	57349.45292459982	55599.75269205579	40215.85616496504	65112.72660146043	41904.455267335456	59543.54715199994	60934.99807923401	62526.69988092953	59985.043824164975	60861.49197907193	70652.87722635374	52142.80873978752	56641.64907658887	56289.552253300746	39607.43908571292	58019.66618441573	48577.886620483936	47760.56067	50610.28285924767	48902.151631444205	59013.30833825212	57074.713181266285	54372.86258525521	46358.320732766166	58393.62678739009	56619.145059014576	53939.894571168006	53700.594203794586	60704.272915347865	56796.24559	56288.063857131565	55049.68479042286	59219.45430064113	50676.671610529964	59629.60485617236	48305.07955710645	45830.962586739515	50339.77599750792	60780.90279642276	46792.27700331079	46548.295576125405	54798.32973268211	60162.98298731712	59393.811257833484	60815.28859048351	57216.208223756854
NONOXIPENT-PWY	251.40992360750576	60012.92953168232	53794.65208564139	68347.92147299233	53649.03252367321	49923.23749696335	63321.35326104543	52911.22625667557	41470.093250726815	64898.58336175822	49936.75449090318	56202.61989436918	46898.30495405621	55923.49200803031	44783.844606774765	45494.93243406717	49998.35841905099	55253.16661653033	59101.09405178448	56754.334581851195	55539.32738290186	47533.43430622152	50724.62788027785	53821.29175645878	80228.24018	52093.804527081666	116278.77203622153	54832.17027874794	92481.84882415754	53020.48933898598	53242.57172105586	49152.213856035334	52962.399908257496	67989.14231518423	52878.47566276841	50024.920787950956	53831.860763630124	49359.83705730953	52139.43826511355	58374.995278733186	60082.558104494165	52178.178916304045	40577.33031326802	50480.62562899786	53750.96916498575	61476.63723613322	49319.86021036724	51551.43418549478	66758.26963620166	98990.99160494999	83732.42177213806	53046.194049494945	110789.37217387093	53512.22211930515	71605.4392	73643.19456828896	75740.33922462567	70834.44331346705	71239.15517604457	84178.21510835849	63399.67848400176	65630.69609382963	68810.65623248693	47827.22953442395	66746.97049776388	59694.76590515564	59880.10714951947	61273.87245759481	58025.14796625829	73175.74987648781	72962.13547	69628.56802	62907.41324976319	68048.25862138024	70827.91457715943	66294.93152043542	66287.0372	73083.76249413227	69879.47283576531	73174.79867555604	72159.89312	77508.97478529012	66839.52948586173	75114.68865362601	60754.90246059691	60874.56036511929	69181.14905266392	70979.19656881162	56742.48670281167	63019.021288263924	72194.40470572699	73721.94821222646	73068.53758754674	77481.92452196438	72253.17415104003
OANTIGEN-PWY	171.53887858894132	40803.784211553226	42882.94265873697	54203.63361	48429.10978452841	39218.55345360292	52663.066236152656	36589.10359903532	34301.88585360845	56212.78058494232	38196.296647425355	41253.82884229558	31563.125464543915	40949.080828078935	33332.002273644044	31893.377818250894	35412.472040853056	38165.54827384532	47131.31031459572	22127.24465996853	35950.447432203575	37687.22491288299	32154.230170554325	38103.76354318914	45112.13341682325	25777.431213472188	59998.38027402255	39792.84806116777	65560.87399161934	42171.87610050845	36568.50869696314	34722.30441475448	40137.30872751164	35576.87518797204	35435.968553015344	37758.21626291675	31417.49588006265	29003.76317022933	35535.27346446445	36030.32582	27316.05784889652	34275.18170308388	26146.892716819537	40703.754125155625	33456.50034106199	49685.199049864415	33546.77788	37330.820875241196	55380.86774694477	57235.94058062397	35042.801845213595	42357.94870665373	41353.40588058504	41200.55998891378	58871.47159064853	60717.416406974655	62406.33395687971	59913.21641387006	60707.98666095629	70589.12996	52265.05350343286	56777.77395006584	56992.38135481217	39990.64811747926	58062.80130431033	49023.834319210786	48138.043602933896	49558.306534359646	48144.95918414606	58736.018623143056	56733.37910833383	55340.59509615018	47561.33660007354	58038.28201090298	56374.30158818057	53358.350114528745	53249.337328304675	61057.59065469896	57209.095	55997.0202	54310.90219965966	60245.77392982842	51595.973155682295	59099.13339242013	47602.89265767984	46821.40403848238	52748.75086159811	60099.606242996684	46254.194924876734	46630.278481580004	53177.4152	59071.43418176518	57545.71652458238	62113.07523531491	58608.647356404705
ORNARGDEG-PWY	12.18732030602797	625.6009360636284	9465.287268391277	0	3692.2447680302266	49.45777772105512	7629.669470779176	1103.9508304538147	4133.411429221473	11268.90085860216	6951.504616685039	12472.929857439365	34.03176611998394	1238.2320336654097	59.45401026779626	505.13591394807935	0	1439.3047450980537	9854.918851468827	442.95755866035637	7621.079223663602	4826.919175202883	10210.244752577599	6313.536799642749	24808.43135	34.844143315345285	9125.074374	2320.9626973020063	25431.602400034924	7528.1425180960205	0	261.6424886042613	378.70342990363133	16973.585780882542	474.80342233761877	97.63041902292684	3432.128935411642	2736.422757	5683.638607952081	5917.779589177424	2041.7158033303297	6042.095774546044	232.1806225675043	3969.3615731848467	1752.4260821565942	7731.974492187929	351.26353984882024	5628.521751	1544.5608774038872	1154.6562498298917	21387.06332657228	1203.8916545630289	36433.72189851533	161.52878018622428	25.439184918653208	45.66158268922449	71.12472915218198	42.36544101379054	18.637246501175802	75.18641891420144	60.65278948864665	24.503459662984586	142.5337507577411	20.88258568	0	74.16547181626699	52.081517399137965	31.68989286873999	61.33371480996134	7.349627079514534	15.469828563968116	297.7221198266087	207.32355133174386	16.924708326649387	233.01293919769878	58.40247615	83.57685680603566	70.16260856664576	48.18280024405584	131.85032755067198	194.6058601888913	371.92304335901304	296.6888434812917	76.77994178403424	160.70307902936472	119.21210448510278	110.70490776731602	0	45.25597207353201	133.86159331038934	80.40121104324045	115.91326638447664	109.35165612449977	167.1710912060589	160.75349924746524
ORNDEG-PWY	10.666666666666666	39331.740508609444	24541.87200024874	0	9125.072801374465	26556.043523652937	20756.001993253867	15451.878732834952	17146.48794264627	12837.372574551957	22283.54754361122	24639.43655777172	0	31597.452797268135	0	29791.84396126391	0	32877.37714227762	27311.210817774674	12841.711539928305	12123.618196443265	18296.913138588734	21054.289091484105	26979.781636087642	27588.970989615213	14754.128300641329	6533.686055385537	17298.153984168544	38002.32709421128	27452.214496095166	0	27914.542685630982	23104.414885768678	11180.880061633496	34467.053815626736	0	20699.89174	10863.540134379833	23861.86184165398	8004.620430223055	13416.318160408395	19360.775373034583	21140.153515073045	16133.251953831435	27399.42831953679	18851.480232510337	32586.662037868806	19498.64928703413	16305.544536010122	9566.554785983075	15681.074175341917	32405.869626940937	30140.487067319504	1676.3079146396785	891.6999668	996.2362863257491	1212.3123347927137	371.35187894231825	0	0	570.3748712920307	0	1628.5115031466007	599.1706539	0	1288.4350454710532	0	1241.0742593131968	479.29614788516454	1342.273683747429	0	1429.380259149739	1838.0130869924133	503.2863309352518	1649.257607980038	1009.8574779000542	1056.5229493911013	1310.289916832772	616.7306388123187	5038.729257842862	3551.1587478508254	5329.649538799371	3906.437672427462	0	1980.2196889015493	0	2255.3313951527575	0	830.3854833831782	3248.734903692123	3038.9285760194325	0	964.3770773339609	1651.4876903149395	0
P101-PWY	0	0	59.89619364754317	907.8791900802039	0	100.98595883639418	0	0	1675.0741697220174	4.999647082440587	170.53213200878864	0	0.9488274339086972	1946.800967538177	43.69348254838284	129.31372748356407	0	862.5387502829275	12493.586392150011	5927.531246848168	20384.692370416724	663.9946310002117	13683.107053248987	958.8202442	84.90230923135374	11354.932574642922	202.1944104738455	964.5779869318195	288.9990177	413.73102561391784	1059.5165617278349	72.07330389	550.6444315559424	122.29195211685159	0	75.20022531417959	0	340.3167888638801	173.62480482179552	124.75332834921439	29.966947252908483	0	9.983824960276262	4477.507260971735	24.97726912665123	335.2322631292542	0	170.18218025647334	0	29.992458061485927	42.48095050413286	0	391.1415698531584	5729.570267703929	3621.979672955309	2506.1201069220497	2307.450065380097	485.5985167261581	220.5085851	1186.29904	669.4967885930816	129.0157910637227	387.65111441918987	312.15420183691793	71.70389546742635	1464.186035005378	3826.6019602957167	6344.037449284907	4091.7386075298373	2641.1854765870876	6927.413092216741	1232.216369907503	1721.8506807156232	1783.7272810391667	906.1624162377028	4835.581154231484	4216.915062148485	997.9737056670402	3119.438931033007	1326.719133895401	2206.9235728386857	1665.2302671023492	1436.0810292780388	869.8404347337072	929.8319370932259	815.9877685169819	966.3937304070668	3333.1813021430394	465.3872152270417	1379.3365241852005	1887.7972142490414	1481.3362744549306	2532.4676772076064	2048.6193635092413	2528.0615931235566
P105-PWY	228.7392754197027	50042.809462610574	52352.96126222992	61402.605474828546	63194.93785	51732.049657129864	63686.632022558086	58250.40489649037	38329.11606972866	81565.53597671338	46290.209889080106	55513.36186515391	39148.79445657098	55954.08419	38194.05011759806	39940.553891678006	43925.32219704758	48642.31413857131	47517.71245858898	65926.13943655438	52235.831397934984	51717.85703088902	40730.13775701297	50416.85285937379	57439.26004304763	56927.97059535822	83168.53598317428	53522.41968243833	78991.15337644744	53783.752928578295	46146.67194143456	44523.47545400797	52625.51278	61594.20372979378	44250.207929637974	50053.43468938519	41973.19127571123	48235.47092603874	47586.55386867974	53368.48047352802	34890.82536597528	47483.52141874836	39192.927500121965	54756.091125821156	42015.32422466187	64447.65316735574	41236.181829142246	47490.1998	73291.60066728442	75319.25678043324	70971.12574505272	50127.96977142216	83873.98992153654	39776.48191290001	43526.20189762684	41938.99130588453	43205.14655443308	31286.991896056916	30667.797966100185	39998.160123601076	26400.87107965405	11961.990787945104	28325.690546927322	30422.14187273145	15461.991568524545	54975.80395175677	45300.84108	43015.176727602666	34778.73369569031	42997.13876364057	52984.769884822425	49458.05687333173	53376.850549292976	27457.270366728928	45774.12148392022	47476.28142458587	49045.41025031367	52977.97167	46882.427211342314	64353.39522883548	70615.42500804657	78150.59882140522	67447.27212620425	65986.39605507806	56395.89609699914	49897.69923555991	60787.012945465576	34886.06690256674	32541.710379720735	49534.04434	58355.68654	57567.42661572427	61918.66778	70189.94576593612	74266.63153151715
P108-PWY	165.49598961949587	115.16943576444652	17304.31592425343	9634.058191915765	7290.557144141542	3511.1684211894453	17388.34958987769	23266.988581655893	9646.413786866973	10563.763732742706	6675.801000775942	11733.659416853385	29.339679465277285	21719.124250104574	1892.309840187808	3763.0982664181315	2024.4725493674437	10499.097735517711	11917.299980107498	54767.217606552724	23877.522463289813	6706.278097301843	16490.00249	5291.957153	15041.538701427084	35479.154099838415	10127.176419322193	13250.96540794805	19841.359016576396	6764.2111507715335	14141.66422607272	7341.7145836343425	33076.53891859704	7094.9751525866395	5187.265196673757	9071.505697	6664.054349109125	5121.165019032202	5919.560893	20011.013082984337	770.2360446618181	4277.287853715884	15575.469870483412	16458.613629928288	2679.302948903134	19041.08126815999	1261.9672142507357	12819.92315	22565.08670411911	8726.961012	8308.404253622852	3972.7425536570036	8011.782122623671	18505.553295451657	15261.858176618953	10688.00183573975	10294.64605008862	8508.625759	6986.830357627539	11100.356153307464	7540.581654060093	2603.3514111500226	9740.752684544315	10521.689463765882	2299.0190609606548	18009.488255078366	15934.870853898034	15451.374357595761	9386.608122	18818.245544667992	27760.200220934097	21040.101871829498	31822.387139035698	5716.951529086704	20572.350422424217	16195.060057676506	17995.038840010257	9178.434475631542	12417.033940111498	30984.786144168866	40483.32084763148	48956.975122709395	43093.07068009691	30778.68921349272	29876.43111297029	29681.667503314977	42447.04220883928	8027.179127707339	12918.696205430848	35633.85550753452	42055.60502990515	24900.65419124621	29953.669866976452	39520.131141693564	45931.19431996667
