	BlankpcrCES	C_Aviemore_LB_1	C_Aviemore_LB_2	C_Aviemore_TY_1	C_Aviemore_TY_2	C_Aviemore_YMA_1	C_Aviemore_YMA_2	C_BruceH_LB_2	C_BruceH_TY_1	C_BruceH_TY_2	C_BruceH_YMA_1	C_BruceH_YMA_2	C_Cedarvale_LB_1	C_Cedarvale_LB_2	C_Cedarvale_TY_1	C_Cedarvale_TY_2	C_Cedarvale_YMA_1	C_Cedarvale_YMA_2	C_Grenadier_LB_1	C_Grenadier_LB_2	C_Grenadier_TY_1	C_Grenadier_TY_2	C_Grenadier_YMA_1	C_Grenadier_YMA_2	C_Humber_LB_1	C_Humber_LB_2	C_Humber_TY_1	C_Humber_TY_2	C_Humber_YMA_1	C_Humber_YMA_2	C_KSR_LB_1	C_KSR_LB_2	C_KSR_TY_1	C_KSR_TY_2	C_KSR_YMA_1	C_KSR_YMA_2	C_Preston_LB_1	C_Preston_LB_2	C_Preston_TY_1	C_Preston_TY_2	C_Preston_YMA_1	C_Preston_YMA_2	C_Rouge_LB_1	C_Rouge_LB_2	C_Rouge_TY_1	C_Rouge_TY_2	C_Rouge_YMA_1	C_Rouge_YMA_2	C_Terracotta_LB_1	C_Terracotta_TY_1	C_Terracotta_TY_2	C_Terracotta_YMA_1	C_Terracotta_YMA_2	D_Aviemore_1_A	D_Aviemore_1_B	D_Aviemore_2_A	D_Aviemore_2_B	D_BruceH_1_A	D_BruceH_1_B	D_BruceH_2_A	D_BruceH_2_B	D_Cedarvale_1_A	D_Cedarvale_1_B	D_Cedarvale_2_A	D_Cedarvale_2_B	D_Cedarvale_3_A	D_Cedarvale_3_B	D_Grenadier_1_A	D_Grenadier_1_B	D_Grenadier_2_A	D_Grenadier_2_B	D_Grenadier_3_A	D_Grenadier_3_B	D_Humber_1_A	D_Humber_1_B	D_Humber_2_A	D_Humber_2_B	D_Humber_3_A	D_Humber_3_B	D_KSR_1_A	D_KSR_1_B	D_KSR_2_A	D_KSR_2_B	D_Preston_1_A	D_Preston_1_B	D_Preston_2_A	D_Preston_2_B	D_Rouge_1_A	D_Rouge_1_B	D_Rouge_2_A	D_Rouge_2_B	D_Terracotta_1_A	D_Terracotta_1_B	D_Terracotta_2_A	D_Terracotta_2_B
PWY-5676	0	765.9683459733449	13047.014344932746	10535.243217179286	16142.724597422512	7434.514493058986	24996.115871682203	6876.033660937891	14875.574320475784	14398.354106464765	13906.025700201291	8668.451421507465	494.6358726588897	5839.916115790584	5800.950672	3360.694136476346	3524.870609603593	4110.205997871012	24054.495009320068	550.1073015657149	23831.89469980208	9948.651474	10553.284270031858	8215.319079	18029.911468253453	4436.107459421656	72804.52882932145	21009.82847702497	27645.491386096834	10847.783480519574	6355.357328614828	4783.689039845619	10051.606438274703	10388.986031761224	1665.159125476501	7521.653916501812	4640.055404370762	2559.8570669608284	8017.565344817797	22759.067337062803	12792.945345808166	4730.555833255895	2188.624029677816	20142.894350484352	14498.922503285285	15073.14386352615	3064.181040626737	9013.673830988333	5774.856591	70171.84696779876	12046.299835072003	15464.742883637204	7485.150672269247	6148.325070391082	4144.469935868753	3749.685095784381	2923.9883837642365	3115.7085799307342	3744.3096093418094	3554.8480726233474	2040.085571975225	399.3128084541825	1619.2152356509887	2532.565291	895.2312729513544	6842.372510321847	5659.187790271302	5732.7899482852645	3531.0771584077083	6917.295980539554	8775.208285541681	7357.988207981795	11188.42687	1730.031399428821	7082.886108630686	5151.422901130625	5574.729666362765	3192.439704671152	4811.903440578374	14910.58076975371	18123.753960138652	17960.442839336727	15336.625983846565	15056.276917797211	13392.498457355608	10997.952875929152	14426.029850049037	2773.0587850676243	4938.206192503014	10535.527909291575	14024.493610149417	9807.918123306248	11021.37950775329	14033.442449494723	16171.158126086537
PWY-5677	0	0	0	0	0.6599878852370482	0	0	22.068840792472837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3397542537681995	0	0	35.46673717397714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.101254549699032	0	67.84294302671583	0	0	0	0	0	75.75246418371815	5.8028073703392735	33.746969184426945	0	5.448275333346012	26.862722440712684	2.9548033124590183	0	16.437560440874964	54.169690155600705	26.351963477493907	0	38.553408486647506	63.84673752771585	21.59679238833087	0	159.27021136383127	359.71011122818675	167.8664591869413	342.3655406	45.02098488246409	0	65.47601621433724	73.59653435697628	10.606468101660909	40.90682854480064	29.961535337438274	44.08845147990652	107.92703785009499	80.83720370142913	199.8984123	83.81826857	119.33461802172295	727.8855915208768	0	173.20271771777857	330.9208251820753	148.90754407703275	183.01229636116537	273.95026962571194	354.05334718489763	311.28942185832204
PWY-5686	187.23110151187905	48356.75855223893	48909.16046482395	64421.92645822989	56066.81096790304	44142.52384852001	59847.439890370995	51444.01945515737	39937.83993465637	71303.75520053082	44188.86399708279	48506.609111728445	37776.86718622213	48456.80837167661	39500.32037394559	37515.618296862114	41311.00465494892	44976.25347339306	55005.452556405995	51177.44702185827	47445.777896226915	44759.37238369349	39994.339276222985	44946.605774970856	58601.68707177735	43642.92015567543	70287.34935692971	46399.78764333952	78676.22704592341	47616.830792467634	43207.27134884489	40496.08656359528	49216.84232842032	56001.491185034574	43004.51925111069	43022.22846066921	45581.497891183724	47709.14948400125	43895.01176618238	49700.10824388239	51445.975965269376	45152.245845326855	34008.80105906307	51211.88188320393	39654.617841955966	60938.096033070484	39967.58498692622	45093.29225289685	69563.31403801258	65124.91787014634	66287.32029	48564.481189014376	78180.07251	51012.38058808185	71791.39934792307	73422.42045	75298.51470003625	72129.28782374045	73093.56803	85111.03577537542	62708.55290363367	68149.93465878976	68446.19989758734	47767.02545035758	69539.74784	59724.94684485271	58336.19929449399	61051.816513795326	58807.010416614365	71642.52056723581	70860.51497340713	66878.83147113454	58494.43327224444	70166.08782358408	68930.39003624789	65285.98884400495	65055.85057	73485.60058342498	69092.26174998921	68744.75094764345	68163.98903662682	75026.87740030466	64567.76632741291	72731.04299788128	59190.70648560105	58563.40279399994	66957.30580132085	73045.09315454906	56503.33648141871	59239.41843839304	67582.49421377134	73816.98077144496	72973.14761	75997.51531	72399.76563080984
PWY-5695	255.9230116048684	56644.94669482073	58000.10334352476	73173.20183088041	65063.44822569795	48448.24580144221	71283.95467208506	53750.25457616693	48250.32798192848	75420.00870177383	51947.12891982543	58208.73439047308	44366.580272567255	59020.31191807112	45569.892339998274	44707.195707336825	48021.37745357221	53145.51007458531	64310.992123323034	51095.028490962955	52637.51675096898	46977.91430713521	46726.02341514574	51733.563947930175	69026.97295454922	48708.953947545466	79740.73125716373	49089.14024792041	92064.56041119291	53460.52454198796	51062.92883322562	47022.75593843897	51970.56243000504	56273.319472416144	49970.10815059283	49438.83690680997	54037.66226454181	40936.36953609115	50344.75003632204	49213.58793	52460.83646824329	48566.63313602839	42477.350979405055	51343.17639	47433.25384216533	57141.23485	47187.11907428391	49321.300627292156	43283.96868986722	73170.61289592308	67644.45106426942	55520.72898475991	90348.40013692428	31769.165934056076	28480.683159400858	28360.018185459776	27367.65417324406	22440.721290641697	23569.783579951887	26769.62392540618	15107.050215903737	4788.8634940127195	20187.09013983163	21388.73242750304	4756.551310434227	40183.17397285364	35455.20189997334	25731.041106327728	16489.729145460955	33748.23026297928	46400.21385744479	44008.30793528874	55965.71198751207	13593.450465982976	42541.21951374141	32972.37921317742	36879.70541267464	27541.518761815732	32761.42101376315	69536.55497964124	74055.29717	80374.52918708608	68872.20312341295	73039.28546852735	61724.55638628079	54002.22532136436	67132.99590220924	17026.779177115084	28014.77350198738	51249.681582846555	60241.300900064394	57974.55713569734	64651.23494837592	79096.49741996345	81634.35314716736
PWY-5705	10.38961038961039	355.1772634868689	3736.0447044165207	3930.1827424073977	2556.427649629711	184.75620348858757	4898.705735167862	18531.23844569287	4440.845082547897	7894.902212357103	4958.014381667558	4710.9666564689305	111.22618307349724	3101.7617375644795	465.76385443604624	1078.7140588643417	158.09521143567352	2268.109933109083	11546.025054078846	939.8481221684847	5834.399251828473	1793.1814562947864	7472.736853937691	3285.5869819337177	14778.513520355522	3226.1799439196225	3694.178045448729	509.7123750264689	17795.48165	711.7193816301524	4637.37937	2298.1877643948483	408.67838752224134	12176.620633280196	352.4404836135117	1623.691059271506	2683.6819256803924	3416.3107689900694	2811.511210175965	4626.182999995962	968.2856794637075	3935.7929515744613	2954.2520434212115	13786.99873722207	1221.8091299256714	10976.973198654769	660.3985938950444	7249.075755837344	10266.73908395437	1082.722375628227	18689.595974787706	830.7210513748431	27050.598605074738	2189.859814778759	916.9177723148042	1364.8298891682587	1470.6206632662788	683.3070458206236	580.9711166904273	1177.6579420560863	1095.4638761770457	240.16997821505208	1760.4020121170859	640.6937253227155	72.07374774	1024.4989986604073	807.4529592151434	1110.0065763107734	672.5328501	1655.800211117646	2732.443561618485	1866.8156027991274	2376.644565563043	560.2782912019901	3510.7932071954947	1221.1813114566473	1522.7259898439381	869.1870221274895	779.6549133501097	4540.851173	4724.320001769374	4987.444331588103	4246.346071749391	2980.1320865260413	2608.3979777923287	2192.8043653228624	3697.7651269277108	593.2851189137344	1593.4500230960293	4114.325768500566	4079.3541433433707	1429.4643065405085	1566.2809247466978	2482.7067933044477	2080.6410460281886
PWY-5741	0	0	353.0022476054419	7.952968611923528	109.61918830670324	206.72804646773756	987.6024812163895	0	208.18695238948595	127.52647081296884	294.0799757304893	65.51804969546568	0	1060.0334926701964	0	0	0	473.72103932835626	0	0	3.1997972028647412	127.19603742299286	971.6120689469318	281.32863839889586	97.71181974376789	0	5.999730324149609	91.68941727	1678.429140409145	196.67653333371837	1819.5795371701868	420.77092733306756	12310.59132008166	113.53083931529562	21.406173049168668	376.3138427895771	425.6446190529664	482.0213537442665	174.87911844982662	175.79955534440887	0	235.07651775123708	0	15.984163489219318	14.985051582630605	613.3961863699739	195.0906428603155	671.0826095505328	0	15.998007213150336	29.94045234051784	0	231.0654996311249	5213.437017	4136.09909	2651.298842908365	2306.930460953487	2378.5872879178373	2076.342255	2769.270084449473	1543.3187258150988	508.2113248286026	2092.507494188086	2052.7512521376048	712.9767364	3204.903034895146	3213.543983096396	5000.867964027536	2883.9082058244053	5044.4722890851635	7699.408647808945	5528.360105034402	9327.349665	1311.326325144662	5929.751967675733	3754.692402	4230.845651421897	1394.1954698202294	2357.207480757925	6059.212562074768	6841.079383498136	11552.588429227855	9726.335095573124	8523.356156	8582.418553247138	8949.180746923097	12147.788130010817	2045.7135302545623	3904.831254729646	8864.972796909293	12316.897240185888	5264.477311038546	6992.205739164432	11138.333344556491	13337.855971469202
PWY-5743	0	0	0	32.8083414	0	0	0	0	13.047741031546924	0	8.747956743801794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.55987056304602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.928479909847894	0	0	0	0	0	0	0	0	1408.3606529918209	1084.4291673879695	472.7447194869315	458.6978785066736	420.3568473465692	370.62162531544976	374.50498222676913	244.75435355182358	138.6835629	232.5481771450338	153.40479251084008	0	916.1854487	310.24583056806955	700.9779505982925	495.35902617611725	856.2098036397325	1316.0485285956945	732.4054344702279	1307.8016086881769	268.0211997	956.2681693731139	677.5794681156424	655.2459059641931	348.55184271638694	182.13733442279857	1320.4322451612184	1487.2711638094022	1395.8886394323638	957.7880436	556.7228463155335	541.6065912	946.9387518055166	1505.9148122470558	367.50101525259294	755.6009193444553	2161.4371976716566	2479.5181586227554	184.7243559	340.0916857861932	571.6518443721992	757.8910189957659
PWY-5744	0	0	0	10.666915334680205	0	0	0	0	12.79555654553135	0	8.673279917321322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.576133785062837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.569016480107576	0	0	0	0	0	0	0	0	1285.2382062694946	997.6541332943546	456.4739458401961	438.25559114746466	402.82015705359066	372.2728424	360.8912201939244	231.43492985267466	125.45649353154964	232.44809688166066	151.32329382491292	0	854.8538952	313.6700237129311	660.0269407554414	465.5749504	800.179012	1210.629425300842	705.6084690610148	1278.657370850997	254.22175574738839	913.7298596726456	642.8402065185741	628.5856097	330.7282923951226	186.09812319173653	1321.8379481248273	1498.2049426378728	1479.3442327710504	1045.4557803780815	562.4258399200585	533.6822563876826	920.2372239786207	1453.2505163895573	348.64736038122646	716.0008426032437	2031.751045904761	2380.832117869497	203.85923237511906	370.8695749772833	605.1536459662582	784.5980289340098
PWY-5747	10.666666666666666	39827.71753621312	33620.406598403126	27238.437493207202	36131.33747980996	35184.19454837019	36580.579482040645	32812.89086825901	27352.670507900933	46059.62628147234	32209.870707111095	35256.15713279367	31426.754688276607	30141.706109240167	31870.55682520689	29761.41929334682	33727.777113357384	32630.452873755552	37715.62201557851	15362.28669581157	20989.486838108063	32560.550266906197	21777.08089684455	31006.187856743698	32171.107866238246	21604.302761817395	12016.491874383797	29863.46797204932	48402.03326312687	37140.373865660455	28341.06948678472	29705.522458075433	26298.966335188732	32968.37965328199	34104.472902523405	31747.506748108983	19721.257653099205	27930.14435174908	26919.257870193513	23035.055328697523	14688.777985181345	27363.400428944937	22713.440113231452	32352.416977571967	28269.38752004635	37123.47536612772	32535.23618	27628.50813675469	50087.27398399644	13786.822692847594	34603.20323503815	37180.90349654007	33812.81275956405	11416.657200821777	10663.27181523746	9913.333115	10241.856177941812	7889.976880277783	7560.503798270786	9493.005309	4485.867418456186	1618.1297861877547	6691.685459650089	7351.195336756135	1926.39572	20085.397969122696	12168.168863766155	11412.791377909747	7517.4125194714325	12419.434112473373	16132.546178653121	18039.902382502296	20372.616060739478	4338.846657155564	15643.69527956971	12366.447962774313	13998.598391699983	14273.78036236646	11110.744973676694	24279.44201160882	21221.552901187264	22900.09465703516	19327.297598522986	25170.41203119067	17968.748496648645	17320.36456172321	13676.401846513643	6059.1144193177815	9754.879075929734	15113.467268198843	18228.715311148095	19094.270803489264	20897.530362141493	25026.73643	22524.156038526304
PWY-5837	23.67602591792657	40702.44706	21631.301800768335	41956.89819005976	7241.812347626149	20588.97227446583	13982.54700260278	26371.97663039836	11154.429763119306	10367.269926204075	17501.373890533916	22460.275104588145	32768.319103475704	25055.529782649373	21583.217009768392	27420.519672296225	30437.10633319497	31439.41602953132	9704.840923	48254.42786756034	12515.137315984832	13534.22975318849	11787.053112501244	21691.681684645348	17380.561183986705	39274.274700761176	50610.72952615584	20303.052465523684	3765.745382379432	22756.23044133964	25668.46721908661	25912.828227348382	18312.455746986656	12349.605475626211	35011.18156	21452.92608540569	30969.613446236555	19969.28273921983	26930.84636218094	24452.089355534605	45188.13407893901	24403.784890036117	29446.501873488876	18779.19703061845	32157.914056426493	17502.01066376525	32364.493588677262	20952.12816974766	8652.310045	48469.64401546421	13953.319092699687	19317.02669140281	13944.250983162734	3364.9184468028893	2532.236070796276	1669.9171505597133	1513.5902597728902	2366.4694782986503	1146.0627005149709	3738.0884370552826	4213.619937	467.3240778058191	1596.3307450744614	4574.326892917778	146.73702983865363	5416.091017080146	7066.955192170875	3550.7896748144035	1891.0056791651314	6156.709623445792	13339.798819206828	7887.0755469274645	7719.941148866465	2051.258568	8676.076692624198	9608.592261718382	9905.096079246436	5740.413757841557	6268.901216170303	6976.069694440672	8710.835465	7323.089033025529	6510.730736021811	9825.107453343611	7512.529939622549	10952.117394887338	9242.184310559782	3602.3261571545477	4858.927590438104	12543.857636940373	11269.470836315259	10187.250470789657	9857.965907	13482.25650274477	9088.792717044087
PWY-5838	44.25179765	39522.56408618885	27525.888435452725	43032.2067	12112.21856185277	27130.389343463812	21447.183635277037	29519.709170380866	14814.908067511584	18078.42640746883	22057.319178105383	28402.93263	31468.745175290027	28764.44955141062	24018.774839617432	28114.550730171166	31862.53037278584	33053.538205191566	13368.46315726751	39287.720716104384	20189.238912234818	20792.785692363155	15445.651121671472	26835.94792121114	22080.14334749477	35345.57836484363	49234.79472518364	28024.818008663242	6300.182729916835	29829.772284974588	28375.351183990035	29227.012413854776	26295.898371563006	20746.778863615913	34691.497724667475	28062.256150422323	32167.658823946054	24147.56744886556	29699.067656669562	31524.953920565138	38822.49552240326	27985.64439724999	27635.79729368388	23935.304529550864	32897.82059259286	24206.927815346084	31920.530340977835	25048.37687	15833.900038867994	44634.777010067046	21208.277751486545	25518.15309483383	18803.120858110473	9361.383732	7796.346473321931	5337.020597	4873.211499	7239.674553144463	3703.4178948777894	11118.780477257547	11515.010965954303	1514.9821312483198	5037.681152435841	11944.948901656318	498.8395176779974	13654.370875206245	17082.030392475423	10338.584613312823	5881.400833293501	16580.29957555701	28104.686412943654	19730.18660364207	17334.377129549262	6291.013650127069	20998.56506403238	22481.634112805543	22831.665808436686	15814.599737390447	16685.24553815226	16861.95740617279	17092.903654604932	14159.504530201932	12522.274323581807	20939.65567746697	14519.222601415257	20039.23969552678	17339.007403212934	10511.540300230328	13001.12184	22097.655128664028	21288.02264493815	23175.08207538149	21336.62826563465	25694.216070478928	17093.725073793536
PWY-5840	56.21053410085422	39387.35781114982	25169.392192722265	44679.00060130795	11024.127625392644	26262.05053710286	19666.444413749476	29218.14266558345	13718.430365171687	17573.62959238165	21381.09663564301	27203.66615137442	31420.917638142495	28076.66448641207	23540.346916659608	27854.97171607359	31544.441176291253	32691.169090684332	12633.571719904518	46074.001866802115	19729.621619919555	19447.698686961383	14843.426182097277	26150.72156510755	21069.95318504472	37836.992924359314	64330.99847888552	26800.02854721661	5653.022885743944	28576.043074202913	27884.717887867446	28806.10028380202	24889.87316094081	20387.73193054154	34498.72199840601	27337.571939007947	30546.519822461745	23724.17943772259	28768.632806630394	31938.262416209534	44851.535566406994	26875.583030707003	27378.233773634234	23391.19302608703	32533.21343695156	23502.198731070937	31775.73668051132	24023.08850869261	13797.231143445468	60585.52333033776	20843.043918093237	24684.959631131893	18059.03135232708	7733.069696502412	6044.223221642475	4179.929195281332	3888.415578604667	5390.422561930559	1783.9146384473772	8243.657897540543	9927.057603227358	1165.0401625709787	4182.598833957785	9590.517901619178	454.7826410315211	11841.279926743091	12602.445829379692	8161.873731848622	4651.362085222291	9542.785888380995	19220.097420008882	15375.329151956772	14762.344009606886	4149.371459698578	13110.64037047904	16902.772281603047	17724.25389375082	11261.48062766868	11585.623929236668	13205.71588237225	14069.68403667827	12969.869699035547	11383.859838557164	15933.36295089194	10882.583315450527	17113.202785988702	16103.931232766168	7499.0437899573335	7527.183419	18218.233214322325	17639.44246708312	16787.314098726638	16043.365370466612	22235.259945152033	15503.460820569957
PWY-5845	44.25179765	39387.35781114982	25169.392192722265	39308.36513956264	11024.127625392644	26262.05053710286	19666.444413749476	26365.314622242407	13718.430365171687	13657.41739213839	21381.09663564301	27203.66615137442	31420.917638142495	28076.66448641207	23540.346916659608	27854.97171607359	31544.441176291253	32691.169090684332	12633.571719904518	36679.877691874324	14415.568739508113	19447.698686961383	14843.426182097277	26150.72156510755	21069.95318504472	32225.354815880382	35812.492458872344	25125.114746304644	5653.022885743944	28576.043074202913	27884.717887867446	28806.10028380202	24889.87316094081	19666.248716022415	34498.72199840601	27337.571939007947	30546.519822461745	21721.619169598944	28768.632806630394	26202.91569393783	37945.111441461304	26875.583030707003	27378.233773634234	20652.364823757936	32533.21343695156	21185.483209235223	31775.73668051132	24023.08850869261	13797.231143445468	20722.77170794882	20184.37894776402	24684.959631131893	17772.52425580478	9335.547266566062	7947.637190146899	5400.6918478065245	4930.283322665681	7507.716039474353	3784.7788712339184	11542.528362331053	12390.556286350129	1577.6401277036769	5178.218856432903	12089.46976568712	500.5749655060889	13429.814185387107	17097.110680043214	10489.085511627201	5993.491781432188	17050.348682027845	28250.39664788213	20001.049289431983	16795.681331767973	6575.1062168915705	21552.80595	23032.831087477178	23304.88320089843	16248.614209821055	17019.55236595937	16704.63172580604	16007.985991101135	11250.788055516286	9080.926342685512	20542.441316325014	13788.342985721609	19238.812483397694	14470.662104716703	11022.989681014638	13427.970502859982	21022.936000894853	20201.364030403183	23051.80964345309	20822.059659585302	24788.164871790792	14520.138956002615
PWY-5850	44.25179765	39387.35781114982	25169.392192722265	39308.36513956264	11024.127625392644	26262.05053710286	19666.444413749476	26365.314622242407	13718.430365171687	13657.41739213839	21381.09663564301	27203.66615137442	31420.917638142495	28076.66448641207	23540.346916659608	27854.97171607359	31544.441176291253	32691.169090684332	12633.571719904518	36679.877691874324	14415.568739508113	19447.698686961383	14843.426182097277	26150.72156510755	21069.95318504472	32225.354815880382	35812.492458872344	25125.114746304644	5653.022885743944	28576.043074202913	27884.717887867446	28806.10028380202	24889.87316094081	19666.248716022415	34498.72199840601	27337.571939007947	30546.519822461745	21721.619169598944	28768.632806630394	26202.91569393783	37945.111441461304	26875.583030707003	27378.233773634234	20652.364823757936	32533.21343695156	21185.483209235223	31775.73668051132	24023.08850869261	13797.231143445468	20722.77170794882	20184.37894776402	24684.959631131893	17772.52425580478	4077.376694541171	4434.288006987593	1767.555088790028	1533.3505474129588	2289.9061596983734	917.1797948174202	3983.048688008065	2905.406024032474	596.0365622	2151.348458613706	5581.393960339973	188.11364895614636	9128.984093222178	7195.532294	4498.0108587714285	2469.683056130498	5075.244020648459	10665.29647783718	14230.145499475515	11852.34641801013	1895.3750114838679	13110.64037047904	6177.246857093472	7218.434698302805	11261.48062766868	5102.468523064835	6182.7219409789805	8983.791908122404	10519.500775650515	8703.534576765609	9576.711469844598	8226.371459853948	12908.684406480643	14470.662104716703	2918.997619719432	7377.672580866454	11608.727270784202	11457.707135593118	8579.497212830984	9671.390092106694	14032.486139076813	11704.797791232268
PWY-5855	11.83098591549296	46354.01022372508	44291.60679895756	37976.168434543615	51717.85051261667	42492.47475339926	53950.43287567668	36114.040687092835	35305.897696184606	56374.174248498035	41134.355756574885	45178.74669812551	36236.258146806664	45529.88943027203	37103.210901535494	35857.42449212244	39723.12071349771	42521.15615417213	50510.40396	20781.441333286624	34812.556189274364	42575.75424420175	36965.53156981497	42151.57465625716	50050.41943619669	25258.21338	17998.119113821427	38722.021795102584	72492.08046277557	45273.776082889905	40337.42415795472	38417.72541790802	43016.733045139925	43668.407747980506	39882.69199307251	41314.327165510644	31407.81802365504	32172.132977953388	37886.67662136607	28103.28621	19439.968814440184	35526.117814693025	26140.373074392857	37682.82758330825	33156.098288045076	43728.674566464666	37977.982053975815	36899.22439335322	52079.98567272868	16690.145087661862	47253.02763	46714.19038089161	64075.08048156527	30301.141818288128	22272.491535621357	24297.066198489098	24954.830279460348	13492.176794554913	12310.234032174403	17439.394193985045	10032.131245596953	3273.975443715311	12667.035700382416	17510.896907257968	5164.247957808565	41867.939743830684	32450.64098120711	29345.497384383525	20173.262064118426	24630.668350048112	35902.42041354023	32038.207302030012	41427.87999	10600.319882589798	27219.67924	30473.990116363177	31875.001508407928	29505.63301454874	29204.826479385858	43541.952799040206	49228.61171216385	55840.647923311844	48029.63729462118	44871.04362524264	40156.36033676253	34883.67435	41862.23334516004	15373.06901670139	17512.731432713023	37029.40600424003	45877.74498508701	35630.654438705744	42079.537791175484	50021.544647483875	53280.71060276531
PWY-5856	11.83098591549296	46354.01022372508	44291.60679895756	37976.168434543615	51717.85051261667	42492.47475339926	53950.43287567668	36114.040687092835	35305.897696184606	56374.174248498035	41134.355756574885	45178.74669812551	36236.258146806664	45529.88943027203	37103.210901535494	35857.42449212244	39723.12071349771	42521.15615417213	50510.40396	20781.441333286624	34812.556189274364	42575.75424420175	36965.53156981497	42151.57465625716	50050.41943619669	25258.21338	17998.119113821427	38722.021795102584	72492.08046277557	45273.776082889905	40337.42415795472	38417.72541790802	43016.733045139925	43668.407747980506	39882.69199307251	41314.327165510644	31407.81802365504	32172.132977953388	37886.67662136607	28103.28621	19439.968814440184	35526.117814693025	26140.373074392857	37682.82758330825	33156.098288045076	43728.674566464666	37977.982053975815	36899.22439335322	52079.98567272868	16690.145087661862	47253.02763	46714.19038089161	64075.08048156527	30301.141818288128	22272.491535621357	24297.066198489098	24954.830279460348	13492.176794554913	12310.234032174403	17439.394193985045	10032.131245596953	3273.975443715311	12667.035700382416	17510.896907257968	5164.247957808565	41867.939743830684	32450.64098120711	29345.497384383525	20173.262064118426	24630.668350048112	35902.42041354023	32038.207302030012	41427.87999	10600.319882589798	27219.67924	30473.990116363177	31875.001508407928	29505.63301454874	29204.826479385858	43541.952799040206	49228.61171216385	55840.647923311844	48029.63729462118	44871.04362524264	40156.36033676253	34883.67435	41862.23334516004	15373.06901670139	17512.731432713023	37029.40600424003	45877.74498508701	35630.654438705744	42079.537791175484	50021.544647483875	53280.71060276531
PWY-5857	11.83098591549296	46354.01022372508	44291.60679895756	37976.168434543615	51717.85051261667	42492.47475339926	53950.43287567668	36114.040687092835	35305.897696184606	56374.174248498035	41134.355756574885	45178.74669812551	36236.258146806664	45529.88943027203	37103.210901535494	35857.42449212244	39723.12071349771	42521.15615417213	50510.40396	20781.441333286624	34812.556189274364	42575.75424420175	36965.53156981497	42151.57465625716	50050.41943619669	25258.21338	17998.119113821427	38722.021795102584	72492.08046277557	45273.776082889905	40337.42415795472	38417.72541790802	43016.733045139925	43668.407747980506	39882.69199307251	41314.327165510644	31407.81802365504	32172.132977953388	37886.67662136607	28103.28621	19439.968814440184	35526.117814693025	26140.373074392857	37682.82758330825	33156.098288045076	43728.674566464666	37977.982053975815	36899.22439335322	52079.98567272868	16690.145087661862	47253.02763	46714.19038089161	64075.08048156527	30301.141818288128	22272.491535621357	24297.066198489098	24954.830279460348	13492.176794554913	12310.234032174403	17439.394193985045	10032.131245596953	3273.975443715311	12667.035700382416	17510.896907257968	5164.247957808565	41867.939743830684	32450.64098120711	29345.497384383525	20173.262064118426	24630.668350048112	35902.42041354023	32038.207302030012	41427.87999	10600.319882589798	27219.67924	30473.990116363177	31875.001508407928	29505.63301454874	29204.826479385858	43541.952799040206	49228.61171216385	55840.647923311844	48029.63729462118	44871.04362524264	40156.36033676253	34883.67435	41862.23334516004	15373.06901670139	17512.731432713023	37029.40600424003	45877.74498508701	35630.654438705744	42079.537791175484	50021.544647483875	53280.71060276531
PWY-5860	32.34075508228461	38948.28830647384	21058.088949118403	34732.729826018025	7971.441109392778	22901.120857274702	15063.69225058333	22044.11675	10601.675059326406	9857.336387276056	17632.951639467898	23323.39568463373	31410.44693545603	24557.283467105866	20695.103796930678	26488.73633087562	30278.838663817798	30788.66589	9279.878320516971	33567.648020519984	10937.784637845964	15555.957410228948	11641.869972567165	22599.165841609454	16420.12453102545	29956.773203111676	29992.291884723916	21218.065515430255	3881.6357536467463	24933.78296791561	25104.94299303644	26839.43212842528	20792.906465273583	15233.548744977512	33874.06356644618	24416.651717506847	27612.43803957148	17708.853850397543	25997.63932177175	22133.533578788945	35311.66044366045	23510.692448295275	26779.508548201324	16431.728788958044	32299.962406076418	16420.84325593315	31081.595830012844	20363.772313566875	9983.731132572859	15846.38418915318	15319.12090016364	20672.000454829842	13031.280165218703	2778.154127959547	2997.661653747253	1184.7542073778754	1026.871334309099	1536.989911109713	613.0760166511193	2682.469905592774	1956.295844190365	398.0640485501837	1443.8765935241095	3820.8799704157846	125.47800675810511	6364.626879009214	4958.602029483274	3051.3734047035123	1661.8360693714105	3439.78355	7403.656346729567	10011.030202552103	8399.280999	1270.7981292347524	9157.102846214339	4215.015933990247	4947.021795737309	7779.300365397152	3462.563899651095	4229.664485747778	6268.780802	7403.651305959642	6113.765635131996	6641.528640332239	5750.116791602713	9231.530347294998	10467.138534825566	1962.8533570199086	5069.498091595884	8251.309172853276	8078.0339838857435	5905.158359564892	6712.962961	9915.133334545315	8282.967716
